contacto;periodo;categoria;subcategoria;prestacion;tipo_prestacion;fecha_ingreso;hora_ingreso;domicilio_comuna;domicilio_barrio;domicilio_calle;domicilio_altura;domicilio_esquina_proxima;lat;lon;canal;genero;estado_del_contacto;fecha_cierre_contacto
00038741/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-31;11:59:14;12.0;VILLA URQUIZA;MENDOZA;4851.0;;-34.5748205007195;-58.4807855530191;GCS Web;Femenino;Abierto;
00038900/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-31;13:22:36;4.0;BOCA;CERRI, DANIEL, GRAL.;1248.0;;-34.646388621184;-58.3674432013163;App BA 147;Masculino;Abierto;
00039387/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-31;17:10:52;13.0;BELGRANO;DEL LIBERTADOR AV.;5460.0;;-34.5619787703422;-58.4436483208294;App BA 147;Masculino;Abierto;
00039532/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-31;18:35:26;7.0;PARQUE CHACABUCO;LA PLATA AV.;1405.0;;-34.6316719791283;-58.4258145493604;GCS Web;Masculino;Abierto;
00039534/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-31;18:37:05;7.0;PARQUE CHACABUCO;LA PLATA AV.;1403.0;;-34.6316719791283;-58.4258145493604;GCS Web;Masculino;Abierto;
00039537/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-31;18:41:00;7.0;PARQUE CHACABUCO;ASAMBLEA AV.;6.0;;-34.6315676693292;-58.42596900776879;GCS Web;Masculino;Abierto;
00039540/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-31;18:42:51;5.0;BOEDO;LA PLATA AV.;1418.0;;-34.631831778987;-58.4255628340919;GCS Web;Masculino;Abierto;
00039808/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-31;22:01:04;14.0;PALERMO;OLLEROS;2376.0;;-34.5699902653865;-58.4436684514231;App BA 147;Femenino;Abierto;
00039818/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-31;22:13:11;10.0;VELEZ SARSFIELD;MAGARIÑOS CERVANTES, A.;4929.0;;-34.62768596867389;-58.5020564795279;App BA 147;Masculino;Abierto;
00039879/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-31;23:34:58;12.0;SAAVEDRA;LARRALDE, CRISOLOGO AV.;5873.0;;-34.5661701026943;-58.5021684531567;App BA 147;Femenino;Abierto;
00039895/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-31;23:59:48;9.0;PARQUE AVELLANEDA;ALBERDI, JUAN BAUTISTA AV.;4808.0;;-34.6442387446198;-58.4937739061966;App BA 147;Masculino;Abierto;
00039956/22;202202;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-02-01;07:24:09;15.0;PARQUE CHAS;GAMARRA;1122.0;;-34.5860520884178;-58.4741538594179;App BA 147;Masculino;Abierto;
00039959/22;202202;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-02-01;07:44:19;15.0;PARQUE CHAS;CAMPILLO;2600.0;;-34.5861834532969;-58.4739660007405;App BA 147;Masculino;Abierto;
00040096/22;202202;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-02-01;09:49:23;3.0;BALVANERA;URQUIZA, GRAL.;56.0;;-34.6111203800419;-58.4102335392626;GCS Web;Femenino;Abierto;
00040136/22;202202;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-02-01;10:15:46;14.0;PALERMO;MAURE;1884.0;;-34.5681364830481;-58.4371215203051;GCS Web;Masculino;Abierto;
00040353/22;202202;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-02-01;11:53:41;9.0;PARQUE AVELLANEDA;SAN JUAN BAUTISTA DE LA SALLE AV.;2160.0;;-34.6544777342209;-58.4758739258023;App BA 147;Femenino;Abierto;
00040424/22;202202;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-02-01;12:26:50;9.0;PARQUE AVELLANEDA;ZINNY;1478.0;;-34.6501769861621;-58.4739501029566;GCS Web;Femenino;Abierto;
00041100/22;202202;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-02-01;17:53:38;14.0;PALERMO;NICARAGUA;5643.0;;-34.5813307595518;-58.43384181925961;App BA 147;Femenino;Abierto;
00041121/22;202202;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-02-01;18:04:38;8.0;VILLA LUGANO;ALVAREZ, CRISOSTOMO;;GUARDIA NACIONAL;-34.6619959294556;-58.475018960983;App BA 147;Masculino;Abierto;
00041168/22;202202;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-02-01;18:30:17;4.0;PARQUE PATRICIOS;FAMATINA;3054.0;;-34.6454446385995;-58.4047577997753;App BA 147;Masculino;Abierto;
00041177/22;202202;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-02-01;18:33:35;4.0;PARQUE PATRICIOS;PAZ, JOSE C.;3052.0;;-34.6442733313803;-58.40485018168821;App BA 147;Masculino;Abierto;
00041406/22;202202;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-02-01;21:31:05;4.0;BARRACAS;RENACIMIENTO;2760.0;;-34.6510473739982;-58.38470640774489;App BA 147;Masculino;Abierto;
00041430/22;202202;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-02-01;22:03:09;14.0;PALERMO;GORRITI;4210.0;;-34.5946986093291;-58.4238504387444;App BA 147;Masculino;Abierto;
00041433/22;202202;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-02-01;22:07:02;14.0;PALERMO;PRINGLES;1490.0;;-34.594842737903;-58.4237972883157;App BA 147;Masculino;Abierto;
00041475/22;202202;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-02-01;22:57:16;9.0;PARQUE AVELLANEDA;AMEGHINO, FLORENTINO, DR.;995.0;;-34.6460965754244;-58.4836124254331;App BA 147;Masculino;Abierto;
00041688/22;202202;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-02-02;08:55:05;4.0;BARRACAS;RENACIMIENTO;2756.0;;-34.6510203689574;-58.3845678716837;GCS Web;Femenino;Abierto;
00041861/22;202202;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-02-02;10:32:31;4.0;PARQUE PATRICIOS;LAVARDEN;;ALCORTA, AMANCIO AV.;-34.6446367246963;-58.40025065470321;App BA 147;Femenino;Abierto;
00041956/22;202202;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-02-02;11:14:07;11.0;VILLA DEL PARQUE;CUENCA;2921.0;;-34.6026608872614;-58.4942528745652;App BA 147;Femenino;Abierto;
00042954/22;202202;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-02-02;19:43:17;1.0;MONSERRAT;CHACABUCO;641.0;;-34.6153285214577;-58.3760677699535;App BA 147;Masculino;Abierto;
00043013/22;202202;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-02-02;20:36:01;4.0;BARRACAS;IRIARTE, GRAL.;1931.0;;-34.6487277635979;-58.3762424233395;App BA 147;Femenino;Abierto;
00043058/22;202202;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-02-02;21:21:09;14.0;PALERMO;MALABIA;1489.0;;-34.59160123367131;-58.4281929908998;App BA 147;Masculino;Abierto;
00043186/22;202202;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-02-03;00:15:50;3.0;BALVANERA;ALSINA, ADOLFO;2256.0;;-34.6119747171777;-58.3983433084039;App BA 147;Femenino;Abierto;
00043462/22;202202;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-02-03;08:28:39;1.0;CONSTITUCION;SANTIAGO DEL ESTERO;1555.0;;-34.626521744655;-58.3844076029669;GCS Web;Masculino;Abierto;
00043619/22;202202;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-02-03;10:18:16;8.0;VILLA LUGANO;RUCCI, JOSE IGNACIO;3351.0;;-34.6711148264108;-58.4871037537014;App BA 147;Masculino;Abierto;
00043639/22;202202;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-02-03;10:28:49;11.0;VILLA DEVOTO;CALDERON DE LA BARCA, PEDRO;2799.0;;-34.6159942560779;-58.5196247917965;App BA 147;Femenino;Abierto;
00043883/22;202202;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-02-03;12:24:55;11.0;VILLA DEL PARQUE;SANTO TOME;3141.0;;-34.6064497670643;-58.4899757469164;App BA 147;Femenino;Abierto;
00043998/22;202202;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-02-03;13:22:00;12.0;VILLA URQUIZA;ROOSEVELT FRANKLIN D. AV.;5002.0;;-34.5732269548704;-58.4861717083638;App BA 147;Masculino;Abierto;
00044046/22;202202;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-02-03;13:45:09;7.0;PARQUE CHACABUCO;CACHIMAYO;930.0;;-34.6312605546173;-58.44009130198729;App BA 147;Femenino;Abierto;
00044565/22;202202;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-02-03;18:25:07;11.0;VILLA DEL PARQUE;LOZANO, PEDRO;3150.0;;-34.600365596754;-58.4935327763523;GCS Web;Femenino;Abierto;
00044605/22;202202;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-02-03;18:46:48;3.0;BALVANERA;MITRE, BARTOLOME;1848.0;;-34.6080606115484;-58.3928097018983;App BA 147;Femenino;Abierto;
00044725/22;202202;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-02-03;20:11:55;4.0;BOCA;HERNANDARIAS;1734.0;;-34.6449147752477;-58.36685438228021;App BA 147;Masculino;Abierto;
00044818/22;202202;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-02-03;21:14:33;4.0;BOCA;GARCIA, MARTIN AV.;272.0;;-34.6279691614921;-58.3689487559809;App BA 147;Masculino;Abierto;
00045012/22;202202;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-02-04;01:11:12;9.0;PARQUE AVELLANEDA;LAFERRERE, GREGORIO DE;3955.0;;-34.6458641757458;-58.4731654981139;App BA 147;Masculino;Abierto;
00045211/22;202202;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-02-04;09:43:50;14.0;PALERMO;SALGUERO, JERONIMO;3115.0;;-34.5761504134921;-58.4044396940922;App BA 147;Masculino;Abierto;
00045471/22;202202;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-02-04;11:34:06;15.0;PATERNAL;SAN MARTIN AV.;3201.0;;-34.6017282811289;-58.46903399523129;GCS Web;Femenino;Abierto;
00045548/22;202202;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-02-04;12:15:49;4.0;NUEVA POMPEYA;VEDIA, AGUSTIN DE;3500.0;;-34.6555641782653;-58.4229086515758;GCS Web;Masculino;Abierto;
00045658/22;202202;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-02-04;13:04:53;2.0;RECOLETA;URIBURU JOSE E., PRES.;1022.0;;-34.5966666763141;-58.3988463170449;GCS Web;Masculino;Abierto;
00045680/22;202202;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-02-04;13:15:41;12.0;VILLA URQUIZA;ROOSEVELT FRANKLIN D. AV.;4920.0;;-34.57262965415561;-58.4850934179178;App BA 147;Femenino;Abierto;
00045884/22;202202;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-02-04;15:02:01;3.0;BALVANERA;TUCUMAN;2202.0;;-34.602242276608;-58.39863418355579;App BA 147;Masculino;Abierto;
00046252/22;202202;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-02-04;18:06:44;12.0;VILLA PUEYRREDON;EL GAUCHO;6100.0;;-34.5737467981821;-58.5096866801715;GCS Web;Masculino;Abierto;
00046450/22;202202;SEGURIDAD;OTROS;Inconvenientes con la ciberseguridad y/o seguridad digital;Reporte;2022-02-04;20:02:33;13.0;NUÑEZ;PICO;2329.0;;-34.5402792414087;-58.47348410663511;GCS Web;Femenino;Abierto;
00046655/22;202202;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-02-04;23:21:21;12.0;VILLA URQUIZA;TRONADOR;2329.0;;-34.569026816696;-58.474063386749;App BA 147;Masculino;Abierto;
00046659/22;202202;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-02-04;23:27:31;5.0;BOEDO;CASTRO BARROS;1060.0;;-34.6252848838318;-58.4188919268258;GCS Web;Femenino;Abierto;
00046688/22;202202;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-02-05;00:32:01;4.0;BARRACAS;SANTA MARIA DEL BUEN AIRE;367.0;;-34.647079636807;-58.383629065464;App BA 147;Femenino;Abierto;
00046692/22;202202;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-02-05;00:52:27;13.0;BELGRANO;LORETO, VIRREY;2230.0;;-34.5662976701108;-58.4491336509052;App BA 147;Femenino;Abierto;
00047079/22;202202;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-02-05;11:48:51;2.0;RECOLETA;ALVEAR, MARCELO T. DE;1702.0;;-34.5972673532613;-58.3924031914081;GCS Web;Femenino;Abierto;
00047969/22;202202;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-02-06;13:32:50;1.0;MONSERRAT;RIVADAVIA AV.;1400.0;;-34.6088053885751;-58.3861790735109;App BA 147;Masculino;Abierto;
00048434/22;202202;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-02-06;19:35:58;12.0;VILLA URQUIZA;TRONADOR;2379.0;;-34.5686421260359;-58.4743865452324;App BA 147;Masculino;Abierto;
00048701/22;202202;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-02-06;23:07:00;3.0;BALVANERA;AGRELO;3251.0;;-34.6179098780042;-58.4118813667992;GCS Web;Femenino;Abierto;
00048714/22;202202;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-02-06;23:41:51;4.0;PARQUE PATRICIOS;CORTEJARENA, JOSE A.;2986.0;;-34.643387227295;-58.40413364446611;App BA 147;Masculino;Abierto;
00049089/22;202202;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-02-07;10:27:42;2.0;RECOLETA;CORDOBA AV.;1479.0;;-34.5992543172141;-58.3878303721214;App BA 147;Masculino;Abierto;
00049674/22;202202;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-02-07;14:22:20;11.0;VILLA DEVOTO;CONCORDIA;3650.0;;-34.5988196121127;-58.5032848424481;App BA 147;Masculino;Abierto;
00050328/22;202202;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-02-07;19:15:42;9.0;MATADEROS;ARAUJO;1450.0;;-34.6511995851946;-58.49205845330461;App BA 147;Masculino;Abierto;
00050596/22;202202;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-02-07;21:59:00;12.0;SAAVEDRA;CORREA;2651.0;;-34.5446310275968;-58.4747758357168;App BA 147;Femenino;Abierto;
00050925/22;202202;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-02-08;09:24:28;15.0;CHACARITA;FOREST AV.;626.0;;-34.5849248171429;-58.45431031470611;GCS Web;Masculino;Abierto;
00050950/22;202202;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-02-08;09:33:47;3.0;SAN CRISTOBAL;LA RIOJA;1234.0;;-34.62491389739539;-58.4069764406765;GCS Web;Femenino;Abierto;
00051151/22;202202;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-02-08;11:13:37;13.0;BELGRANO;LA PAMPA;1959.0;;-34.5624147473481;-58.4501880047631;GCS Web;Femenino;Abierto;
00051513/22;202202;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-02-08;14:06:26;12.0;VILLA PUEYRREDON;CONDARCO;5187.0;;-34.58097315690561;-58.5033683407809;GCS Web;Masculino;Abierto;
00051724/22;202202;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-02-08;15:46:08;6.0;CABALLITO;BERTRES;502.0;;-34.6249058084786;-58.43829887520589;App BA 147;Femenino;Abierto;
00052024/22;202202;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-02-08;18:01:26;1.0;SAN NICOLAS;RIVAROLA, RODOLFO, DR.;110.0;;-34.607381782971;-58.3854322291619;GCS Web;Femenino;Abierto;
00052201/22;202202;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-02-08;19:18:55;12.0;VILLA URQUIZA;ROOSEVELT FRANKLIN D. AV.;4910.0;;-34.5725828029828;-58.48500796513289;App BA 147;Masculino;Abierto;
00052207/22;202202;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-02-08;19:21:19;12.0;VILLA URQUIZA;ROOSEVELT FRANKLIN D. AV.;4901.0;;-34.572327147419;-58.48510178665671;App BA 147;Masculino;Abierto;
00052455/22;202202;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-02-08;21:12:16;4.0;BARRACAS;OLAVARRIA;1630.0;;-34.6396108000387;-58.3736153539574;App BA 147;Femenino;Abierto;
00052607/22;202202;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-02-08;23:47:18;3.0;SAN CRISTOBAL;URQUIZA, GRAL.;1327.0;;-34.6264752287284;-58.4087338183142;GCS Web;Masculino;Abierto;
00052956/22;202202;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-02-09;08:48:49;2.0;RECOLETA;LAS HERAS GENERAL AV.;2049.0;;-34.58963970291951;-58.39437394875929;App BA 147;Femenino;Abierto;
00053413/22;202202;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-02-09;12:39:36;11.0;VILLA DEVOTO;TINOGASTA;;CALDERON DE LA BARCA, PEDRO;-34.6159282836975;-58.5197799065952;App BA 147;Femenino;Abierto;
00053897/22;202202;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-02-09;16:53:55;13.0;BELGRANO;CUBA;1737.0;;-34.5643806846258;-58.45170694048259;App BA 147;Femenino;Abierto;
00054079/22;202202;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-02-09;18:41:40;11.0;VILLA DEVOTO;ALLENDE;4037.0;;-34.6049849973743;-58.5203211302958;App BA 147;Masculino;Abierto;
00054194/22;202202;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-02-09;19:45:49;4.0;PARQUE PATRICIOS;MIRAVE;3352.0;;-34.64432320081981;-58.39667713811561;App BA 147;Femenino;Abierto;
00054248/22;202202;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-02-09;20:22:36;5.0;BOEDO;BOCAYUVA, QUINTINO;1691.0;;-34.6329574692348;-58.4205940666722;App BA 147;Masculino;Abierto;
00054434/22;202202;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-02-09;22:53:40;3.0;BALVANERA;LAVALLE;3110.0;;-34.6023851909777;-58.4104025499521;App BA 147;Femenino;Abierto;
00055006/22;202202;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-02-10;09:54:58;12.0;VILLA PUEYRREDON;PAZ, GRAL. AV.;5172.0;;-34.573603108578;-58.51065971625;App BA 147;Femenino;Abierto;
00055063/22;202202;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-02-10;10:29:04;1.0;RETIRO;RECONQUISTA;962.0;;-34.5967224867927;-58.373097279465;Operador FIXIT;Masculino;Abierto;
00055129/22;202202;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-02-10;10:59:27;11.0;VILLA DEVOTO;MORAN, PEDRO;5023.0;;-34.609484651956;-58.5231712423566;GCS Web;Femenino;Abierto;
00055283/22;202202;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-02-10;12:12:29;5.0;BOEDO;BOCAYUVA, QUINTINO;1682.0;;-34.6329119703191;-58.4204692879338;App BA 147;Masculino;Abierto;
00055344/22;202202;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-02-10;12:38:33;11.0;VILLA GRAL. MITRE;LAMAS, ANDRES;1310.0;;-34.6135287727676;-58.4644036937619;App BA 147;Masculino;Abierto;
00055552/22;202202;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-02-10;14:38:57;7.0;FLORES;ARROTEA;800.0;;-34.6390525984506;-58.4603313434493;App BA 147;Femenino;Abierto;
00055738/22;202202;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-02-10;16:18:15;6.0;CABALLITO;EL MAESTRO;63.0;;-34.6170309809043;-58.4310361138538;GCS Web;Femenino;Abierto;
00055870/22;202202;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-02-10;17:44:15;7.0;PARQUE CHACABUCO;DEL BUEN ORDEN;1068.0;;-34.632832067381;-58.4396431201912;App BA 147;Femenino;Abierto;
00055946/22;202202;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-02-10;18:24:19;4.0;BARRACAS;PERU;1637.0;;-34.6272304382192;-58.3738311679521;App BA 147;Femenino;Abierto;
00055949/22;202202;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-02-10;18:26:44;4.0;BARRACAS;SUAREZ;3445.0;;-34.646118763194;-58.3975199883471;GCS Web;Femenino;Abierto;
00056708/22;202202;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-02-11;10:23:16;1.0;SAN TELMO;AZOPARDO;920.0;;-34.6186061384701;-58.3671711081053;App BA 147;Masculino;Abierto;
00056987/22;202202;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-02-11;12:28:54;12.0;SAAVEDRA;CORREA;2594.0;;-34.54455525342;-58.47429112047789;GCS Web;Masculino;Abierto;
00057059/22;202202;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-02-11;13:00:06;13.0;BELGRANO;GUIRALDES, INT.;2651.0;;-34.5473367667527;-58.43827057567911;App BA 147;Masculino;Abierto;
00057153/22;202202;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-02-11;13:41:46;11.0;VILLA DEL PARQUE;LAMARCA, EMILIO;2170.0;;-34.6123415663741;-58.4940904558922;GCS Web;Masculino;Abierto;
00057378/22;202202;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-02-11;16:03:46;1.0;SAN TELMO;ESTADOS UNIDOS;;BOLIVAR;-34.6185015048878;-58.3730272471448;Operador FIXIT;Femenino;Abierto;
00057399/22;202202;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-02-11;16:19:30;4.0;BOCA;REGIMIENTO DE PATRICIOS AV.;1492.0;;-34.6437053994354;-58.3686353986074;GCS Web;Femenino;Abierto;
00057441/22;202202;SEGURIDAD;OTROS;Inconvenientes con la ciberseguridad y/o seguridad digital;Reporte;2022-02-11;16:56:28;7.0;FLORES;BONORINO, ESTEBAN, CNEL. AV.;1073.0;;-34.6395185023488;-58.4527383128261;App BA 147;Masculino;Abierto;
00057733/22;202202;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-02-11;21:07:20;13.0;BELGRANO;LORETO, VIRREY;2231.0;;-34.5661776596375;-58.4491566722746;App BA 147;Femenino;Abierto;
00057774/22;202202;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-02-11;22:14:48;4.0;BARRACAS;OLAVARRIA;1660.0;;-34.6396562665576;-58.373993801914;App BA 147;Femenino;Abierto;
00057782/22;202202;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-02-11;22:24:26;9.0;MATADEROS;CORVALAN;1192.0;;-34.6495196786528;-58.4958946725416;App BA 147;Masculino;Abierto;
00057793/22;202202;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-02-11;22:38:16;12.0;SAAVEDRA;BESARES;2643.0;;-34.5459276210992;-58.47296539062329;App BA 147;Femenino;Abierto;
00058140/22;202202;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-02-12;12:43:33;11.0;VILLA DEL PARQUE;LEON, BERNARDO DE;2378.0;;-34.6047829893376;-58.4751843787891;App BA 147;Femenino;Abierto;
00058247/22;202202;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-02-12;14:06:32;12.0;VILLA PUEYRREDON;HELGUERA;5429.0;;-34.5820760255338;-58.5100381572921;App BA 147;Femenino;Abierto;
00058555/22;202202;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-02-12;18:55:42;14.0;PALERMO;REPUBLICA DOMINICANA;3439.0;;-34.590334170742;-58.4144145474033;App BA 147;Masculino;Abierto;
00058623/22;202202;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-02-12;20:11:03;11.0;VILLA SANTA RITA;ESCALADA DE SAN MARTIN, R.;3417.0;;-34.6190562958165;-58.4850665940501;App BA 147;Masculino;Abierto;
00058712/22;202202;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-02-12;22:17:24;12.0;VILLA PUEYRREDON;GRIVEO;2240.0;;-34.58000706137511;-58.4963115705244;App BA 147;Femenino;Abierto;
00058875/22;202202;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-02-13;04:05:43;4.0;BOCA;IRALA;1252.0;;-34.6401193068832;-58.3660749940695;App BA 147;Masculino;Abierto;
00058877/22;202202;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-02-13;04:36:55;7.0;PARQUE CHACABUCO;ZUVIRIA;480.0;;-34.6293086537272;-58.4330307836406;App BA 147;Femenino;Abierto;
00058884/22;202202;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-02-13;06:51:51;10.0;MONTE CASTRO;IRIGOYEN;1565.0;;-34.6262339351897;-58.5191654460937;App BA 147;Femenino;Abierto;
00059432/22;202202;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-02-13;22:02:51;4.0;NUEVA POMPEYA;IGUAZU;944.0;;-34.6483866360762;-58.4047481288563;App BA 147;Masculino;Abierto;
00060063/22;202202;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-02-14;11:42:47;15.0;CHACARITA;ZABALA;3765.0;;-34.581482810187;-58.45830482045201;App BA 147;Masculino;Abierto;
00060154/22;202202;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-02-14;12:48:55;1.0;SAN NICOLAS;RIVADAVIA AV.;314.0;;-34.6078342365192;-58.37122447509478;App BA 147;Femenino;Abierto;
00060197/22;202202;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-02-14;13:07:35;14.0;PALERMO;MALABIA;2097.0;;-34.5879454882596;-58.42267822012239;GCS Web;Masculino;Abierto;
00060293/22;202202;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-02-14;13:40:11;7.0;PARQUE CHACABUCO;ZUVIRIA;382.0;;-34.6291099021158;-58.4316653054674;App BA 147;Femenino;Abierto;
00060439/22;202202;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-02-14;14:35:46;3.0;BALVANERA;SAAVEDRA;15.0;;-34.6102762123991;-58.4033672199049;GCS Web;Femenino;Abierto;
00060961/22;202202;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-02-14;19:30:21;3.0;BALVANERA;MEXICO;2862.0;;-34.6177218055744;-58.406162360635;App BA 147;Masculino;Abierto;
00061050/22;202202;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-02-14;20:02:27;8.0;VILLA LUGANO;ALVAREZ, CRISOSTOMO;5464.0;;-34.6679140612067;-58.4818520367071;App BA 147;Masculino;Abierto;
